period,protocol_number,last_name,first_name,group,party,function,function_group,politician_id,speech_name_data,generated_id,GND,QID
6,185,Berkhan,Karl Wilhelm,,SPD,Parlamentarischer Staatssekretär beim Bundesminister der Verteidigung,Bundesregierung,11000158,"Berkhan, Parlamentarischer Staatssekretär beim Bundesminister der Verteidigung:",,123629241,Q115395
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,von Manger-Koenig,,,,"Staatssekretär beim Bundesministerium für Jugend, Familie und Gesundheit",Bundesregierung,,"Dr. von Manger-Koenig, Staatssekretär beim Bundesministerium für Jugend, Familie und Gesundheit:",4,102996517X,Q60440254
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Schmidt,Ferdinand,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002004,Dr. Schmidt (Krefeld) (SPD) :,,173439179,Q1168085
6,185,von Manger-Koenig,,,,"Staatssekretär beim Bundesministerium für Jugend, Familie und Gesundheit",Bundesregierung,,"Dr. von Manger-Koenig, Staatssekretär beim Bundesministerium für Jugend, Familie und Gesundheit:",4,102996517X,Q60440254
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Haar,Ernst,,SPD,Parlamentarischer Staatssekretär beim Bundesminster für Verkehr und für das Post- und Fernmeldewesen,Bundesregierung,11000760,"Haar, Parlamentarischer Staatssekretär beim Bundesminster für Verkehr und für das Post- und Fernmeldewesen:",,101237923X,Q1358434
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Jahn,Hans Edgar,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001014,Dr. Jahn (Braunschweig) (CDU/CSU) :,,118828150,Q1579275
6,185,Haar,Ernst,,SPD,Parlamentarischer Staatssekretär beim Bundesminister für Verkehr und für das Post- und Fernmeldewesen,Bundesregierung,11000760,"Haar, Parlamentarischer Staatssekretär beim Bundesminister für Verkehr und für das Post- und Fernmeldewesen:",,101237923X,Q1358434
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Haar,Ernst,,SPD,Parlamentarischer Staatssekretär beim Bundesminister für Verkehr und für das Post- und Fernmeldewesen,Bundesregierung,11000760,"Haar, Parlamentarischer Staatssekretär beim Bundesminister für Verkehr und für das Post- und Fernmeldewesen:",,101237923X,Q1358434
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Becker,Helmuth,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000127,Becker (Nienberge) (SPD) :,,113368534,Q1604393
6,185,Haar,Ernst,,SPD,Parlamentarischer Staatssekretär beim Bundesminister für Verkehr und für das Post- und Fernmeldewesen,Bundesregierung,11000760,"Haar, Parlamentarischer Staatssekretär beim Bundesminister für Verkehr und für das Post- und Fernmeldewesen:",,101237923X,Q1358434
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Haar,Ernst,,SPD,Parlamentarischer Staatssekretär beim Bundesminister für Verkehr und für das Post- und Fernmeldewesen,Bundesregierung,11000760,"Haar, Parlamentarischer Staatssekretär beim Bundesminister für Verkehr und für das Post- und Fernmeldewesen:",,101237923X,Q1358434
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Raffert,Joachim,,SPD,Parlamentarischer Staatssekretär beim Bundesminister für Bildung und Wissenschaft,Bundesregierung,11001765,"Raffert, Parlamentarischer Staatssekretär beim Bundesminister für Bildung und Wissenschaft:",,122213807,Q1690385
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Lenzer,Christian,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001327,Lenzer (CDU/CSU) :,,170224074,Q1080811
6,185,Raffert,Joachim,,SPD,Parlamentarischer Staatssekretär beim Bundesminister für Bildung und Wissenschaft,Bundesregierung,11001765,"Raffert, Parlamentarischer Staatssekretär beim Bundesminister für Bildung und Wissenschaft:",,122213807,Q1690385
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Raffert,Joachim,,SPD,Parlamentarischer Staatssekretär beim Bundesminister für Bildung und Wissenschaft,Bundesregierung,11001765,"Raffert, Parlamentarischer Staatssekretär beim Bundesminister für Bildung und Wissenschaft:",,122213807,Q1690385
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Lenzer,Christian,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001327,Lenzer (CDU/CSU) :,,170224074,Q1080811
6,185,Raffert,Joachim,,SPD,Parlamentarischer Staatssekretär beim Bundesminister für Bildung und Wissenschaft,Bundesregierung,11001765,"Raffert, Parlamentarischer Staatssekretär beim Bundesminister für Bildung und Wissenschaft:",,122213807,Q1690385
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Lenzer,Christian,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001327,Lenzer (CDU/CSU) :,,170224074,Q1080811
6,185,Raffert,Joachim,,SPD,Parlamentarischer Staatssekretär beim Bundesminister für Bildung und Wissenschaft,Bundesregierung,11001765,"Raffert, Parlamentarischer Staatssekretär beim Bundesminister für Bildung und Wissenschaft:",,122213807,Q1690385
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
6,185,Hansen,Karl-Heinz,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000805,Hansen (SPD) :,,118545744,Q1729863
6,185,Raffert,Joachim,,SPD,Parlamentarischer Staatssekretär beim Bundesminister für Bildung und Wissenschaft,Bundesregierung,11001765,"Raffert, Parlamentarischer Staatssekretär beim Bundesminister für Bildung und Wissenschaft:",,122213807,Q1690385
6,185,Funcke,Liselotte,,FDP,Vizepräsident,Sitzungsvorstand,11000620,Vizepräsident Frau Funcke:,,118832522,Q1485298
14,150,Thierse,Wolfgang,,SPD,Präsident,Sitzungsvorstand,11002318,Präsident Wolfgang Thierse:,,12203337X,Q62703
14,150,Scharping,Rudolf,,SPD,Bundesminister der Verteidigung,Bundesregierung,11002769,"Rudolf Scharping, Bundesminister der Verteidigung:",,119154013,Q61321
14,150,Thierse,Wolfgang,,SPD,Präsident,Sitzungsvorstand,11002318,Präsident Wolfgang Thierse:,,12203337X,Q62703
14,150,Merz,Friedrich,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11002735,"Friedrich Merz (CDU/CSU) (von der CDU/CSU mit
Beifall begrüßt):",,124068685,Q566257
14,150,Thierse,Wolfgang,,SPD,Präsident,Sitzungsvorstand,11002318,Präsident Wolfgang Thierse:,,12203337X,Q62703
14,150,Koppelin,Jürgen,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11001180,Jürgen Koppelin (F.D.P.):,,,Q1717375
14,150,Thierse,Wolfgang,,SPD,Präsident,Sitzungsvorstand,11002318,Präsident Wolfgang Thierse:,,12203337X,Q62703
14,150,Erler,Gernot,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000489,Gernot Erler (SPD):,,120890518,Q92459
14,150,Thierse,Wolfgang,,SPD,Präsident,Sitzungsvorstand,11002318,Präsident Wolfgang Thierse:,,12203337X,Q62703
14,150,Erler,Gernot,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000489,Gernot Erler (SPD):,,120890518,Q92459
14,150,Thierse,Wolfgang,,SPD,Präsident,Sitzungsvorstand,11002318,Präsident Wolfgang Thierse:,,12203337X,Q62703
14,150,Nolting,Günther Friedrich,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11001622,"Günther Friedrich Nolting (F.D.P.) (von Abgeordne-
ten der F.D.P. mit Beifall begrüßt):",,1105227367,Q1433009
14,150,Thierse,Wolfgang,,SPD,Präsident,Sitzungsvorstand,11002318,Präsident Wolfgang Thierse:,,12203337X,Q62703
14,150,Nachtwei,Winfried,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,Abgeordnete:r,Abgeordnete:r,11002743,Winfried Nachtwei (BÜNDNIS 90/DIE GRÜNEN):,,108455084,Q118720
14,150,Thierse,Wolfgang,,SPD,Präsident,Sitzungsvorstand,11002318,Präsident Wolfgang Thierse:,,12203337X,Q62703
14,150,Adam,Ulrich,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000005,Ulrich Adam (CDU/CSU):,,1092699767,Q96630
14,150,Thierse,Wolfgang,,SPD,Präsident,Sitzungsvorstand,11002318,Präsident Wolfgang Thierse:,,12203337X,Q62703
14,150,Adam,Ulrich,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000005,Ulrich Adam (CDU/CSU):,,1092699767,Q96630
14,150,Thierse,Wolfgang,,SPD,Präsident,Sitzungsvorstand,11002318,Präsident Wolfgang Thierse:,,12203337X,Q62703
14,150,Erler,Gernot,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11000489,Gernot Erler (SPD):,,120890518,Q92459
14,150,Thierse,Wolfgang,,SPD,Präsident,Sitzungsvorstand,11002318,Präsident Wolfgang Thierse:,,12203337X,Q62703
14,150,Braun,Hildebrecht,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11002634,Hildebrecht Braun (Augsburg) (F.D.P.):,,1267438096,Q1618299
14,150,Thierse,Wolfgang,,SPD,Präsident,Sitzungsvorstand,11002318,Präsident Wolfgang Thierse:,,12203337X,Q62703
14,150,Rönsch,Hannelore,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001870,Hannelore Rönsch (Wiesbaden) (CDU/CSU):,,173488900,Q78004
14,150,Thierse,Wolfgang,,SPD,Präsident,Sitzungsvorstand,11002318,Präsident Wolfgang Thierse:,,12203337X,Q62703
14,150,Rönsch,Hannelore,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001870,Hannelore Rönsch (Wiesbaden) (CDU/CSU):,,173488900,Q78004
14,150,Thierse,Wolfgang,,SPD,Präsident,Sitzungsvorstand,11002318,Präsident Wolfgang Thierse:,,12203337X,Q62703
14,150,Rönsch,Hannelore,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11001870,Hannelore Rönsch (Wiesbaden) (CDU/CSU):,,173488900,Q78004
14,150,Thierse,Wolfgang,,SPD,Präsident,Sitzungsvorstand,11002318,Präsident Wolfgang Thierse:,,12203337X,Q62703
14,150,Nachtwei,Winfried,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,Abgeordnete:r,Abgeordnete:r,11002743,Winfried Nachtwei (BÜNDNIS 90/DIE GRÜNEN):,,108455084,Q118720
14,150,Thierse,Wolfgang,,SPD,Präsident,Sitzungsvorstand,11002318,Präsident Wolfgang Thierse:,,12203337X,Q62703
14,150,Gehrcke,Wolfgang,PDS,DIE LINKE.,Abgeordnete:r,Abgeordnete:r,11003130,Wolfgang Gehrcke (PDS):,,138155097,Q99456
14,150,Thierse,Wolfgang,,SPD,Präsident,Sitzungsvorstand,11002318,Präsident Wolfgang Thierse:,,12203337X,Q62703
14,150,Zumkley,Peter,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002608,Peter Zumkley (SPD):,,1153282178,Q2079222
14,150,Thierse,Wolfgang,,SPD,Präsident,Sitzungsvorstand,11002318,Präsident Wolfgang Thierse:,,12203337X,Q62703
14,150,Zumkley,Peter,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002608,Peter Zumkley (SPD):,,1153282178,Q2079222
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Dehnel,Wolfgang,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000366,Wolfgang Dehnel (CDU/CSU):,,1187295728,Q2589421
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Rossmanith,Kurt J.,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11001887,Kurt J. Rossmanith (CDU/CSU):,,1037044029,Q1794023
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Rossmanith,Kurt J.,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11001887,Kurt J. Rossmanith (CDU/CSU):,,1037044029,Q1794023
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Zumkley,Peter,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002608,Peter Zumkley (SPD):,,1153282178,Q2079222
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Zumkley,Peter,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002608,Peter Zumkley (SPD):,,1153282178,Q2079222
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Schmidt,Christian,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11002003,Christian Schmidt (Fürth) (CDU/CSU):,,138456313,Q107018
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Schmidt,Christian,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11002003,Christian Schmidt (Fürth) (CDU/CSU):,,138456313,Q107018
14,150,Braun,Hildebrecht,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11002634,Hildebrecht Braun (Augsburg) (F.D.P.):,,1267438096,Q1618299
14,150,Schmidt,Christian,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11002003,Christian Schmidt (Fürth) (CDU/CSU):,,138456313,Q107018
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Schmidt,Christian,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11002003,Christian Schmidt (Fürth) (CDU/CSU):,,138456313,Q107018
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Braun,Hildebrecht,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11002634,Hildebrecht Braun (Augsburg) (F.D.P.):,,1267438096,Q1618299
14,150,Schmidt,Christian,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11002003,Christian Schmidt (Fürth) (CDU/CSU):,,138456313,Q107018
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Schmidt,Christian,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11002003,Christian Schmidt (Fürth) (CDU/CSU):,,138456313,Q107018
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Pfannenstein,Georg,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002749,Georg Pfannenstein (SPD):,,1119641179,Q1295122
14,150,Schmidt,Christian,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11002003,Christian Schmidt (Fürth) (CDU/CSU):,,138456313,Q107018
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Schmidt,Christian,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11002003,Christian Schmidt (Fürth) (CDU/CSU):,,138456313,Q107018
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Schmidt,Christian,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11002003,Christian Schmidt (Fürth) (CDU/CSU):,,138456313,Q107018
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Schmidt,Christian,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11002003,Christian Schmidt (Fürth) (CDU/CSU):,,138456313,Q107018
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Schmidt,Christian,CDU/CSU,CSU,Abgeordnete:r,Abgeordnete:r,11002003,Christian Schmidt (Fürth) (CDU/CSU):,,138456313,Q107018
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Beer,Angelika,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,Abgeordnete:r,Abgeordnete:r,11000134,Angelika Beer (BÜNDNIS 90/DIE GRÜNEN):,,1101175575,Q77525
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Beer,Angelika,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,Abgeordnete:r,Abgeordnete:r,11000134,Angelika Beer (BÜNDNIS 90/DIE GRÜNEN):,,1101175575,Q77525
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Austermann,Dietrich,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000066,Dietrich Austermann (CDU/CSU):,,102327650X,Q95853
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Austermann,Dietrich,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000066,Dietrich Austermann (CDU/CSU):,,102327650X,Q95853
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Austermann,Dietrich,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000066,Dietrich Austermann (CDU/CSU):,,102327650X,Q95853
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Börnsen,Wolfgang,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000227,Wolfgang Börnsen (Bönstrup) (CDU/CSU):,,124678416,Q89522
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Beer,Angelika,BÜNDNIS 90/DIE GRÜNEN,BÜNDNIS 90/DIE GRÜNEN,Abgeordnete:r,Abgeordnete:r,11000134,Angelika Beer (BÜNDNIS 90/DIE GRÜNEN):,,1101175575,Q77525
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Mogg,Ursula,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002739,Ursula Mogg (SPD):,,1051168058,Q2501762
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Mogg,Ursula,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002739,Ursula Mogg (SPD):,,1051168058,Q2501762
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Mogg,Ursula,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002739,Ursula Mogg (SPD):,,1051168058,Q2501762
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Breuer,Paul,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000265,Paul Breuer (CDU/CSU):,,189547820,Q2058998
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Opel,Manfred,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11001652,"Manfred Opel (SPD) (von der SPD mit Beifall be-
grüßt):",,1120310520,Q1889757
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Opel,Manfred,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11001652,Manfred Opel (SPD):,,1120310520,Q1889757
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Breuer,Paul,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000265,Paul Breuer (CDU/CSU):,,189547820,Q2058998
14,150,Opel,Manfred,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11001652,Manfred Opel (SPD):,,1120310520,Q1889757
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Wetzel,Margrit,SPD,SPD,Abgeordnete:r,Abgeordnete:r,11002494,Dr. Margrit Wetzel (SPD):,,1035169851,Q1895467
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Börnsen,Wolfgang,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000227,Wolfgang Börnsen (Bönstrup) (CDU/CSU):,,124678416,Q89522
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Fischer,Joseph,,BÜNDNIS 90/DIE GRÜNEN,Bundesminister des Auswärtigen,Bundesregierung,11000552,"Joseph Fischer, Bundesminister des Auswärtigen:",,118821660,Q57344
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Fischer,Joseph,,BÜNDNIS 90/DIE GRÜNEN,Bundesminister des Auswärtigen,Bundesregierung,11000552,"Joseph Fischer, Bundesminister des Auswärtigen:",,118821660,Q57344
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Börnsen,Wolfgang,CDU/CSU,CDU,Abgeordnete:r,Abgeordnete:r,11000227,Wolfgang Börnsen (Bönstrup) (CDU/CSU):,,124678416,Q89522
14,150,Fischer,Joseph,,BÜNDNIS 90/DIE GRÜNEN,Bundesminister des Auswärtigen,Bundesregierung,11000552,"Joseph Fischer, Bundesminister des Auswärtigen:",,118821660,Q57344
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Fischer,Joseph,,BÜNDNIS 90/DIE GRÜNEN,Bundesminister des Auswärtigen,Bundesregierung,11000552,"Joseph Fischer, Bundesminister des Auswärtigen:",,118821660,Q57344
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Koppelin,Jürgen,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11001180,Jürgen Koppelin (F.D.P.):,,,Q1717375
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Kutzmutz,Rolf,PDS,PDS,Abgeordnete:r,Abgeordnete:r,11002713,Rolf Kutzmutz (PDS):,,1225347440,Q1701199
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Kutzmutz,Rolf,PDS,PDS,Abgeordnete:r,Abgeordnete:r,11002713,Rolf Kutzmutz (PDS):,,1225347440,Q1701199
14,150,Solms,Hermann Otto,,FDP,Vizepräsident,Sitzungsvorstand,11002190,Vizepräsident Dr. Hermann Otto Solms:,,129055514,Q70407
14,150,Koppelin,Jürgen,FDP,FDP,Abgeordnete:r,Abgeordnete:r,11001180,Jürgen Koppelin (F.D.P.):,,,Q1717375
14,150,Kutzmutz,Rolf,PDS,PDS,Abgeordnete:r,Abgeordnete:r,11002713,Rolf Kutzmutz (PDS):,,1225347440,Q1701199
14,150,Bläss-Rafajlovski,Petra,,PDS,Vizepräsidentin,Sitzungsvorstand,11000189,Vizepräsidentin Petra Bläss:,,1202419135,Q2080120
14,150,Simonis,Heide,,SPD,Ministerpräsidentin (Schleswig-Holstein) ,Bundesrat,11002178,"Heide Simonis, Ministerpräsidentin (Schleswig-Hol-
stein) (von der SPD mit Beifall begrüßt):",5,119135787,Q65515
14,150,Bläss-Rafajlovski,Petra,,PDS,Vizepräsidentin,Sitzungsvorstand,11000189,Vizepräsidentin Petra Bläss:,,1202419135,Q2080120
